location,job,salary_med,demand
"Carson City, NV",Software Developer / Engineer,81983,5
"Carson City, NV",IT manager,85062,4
"Carson City, NV",Web Developer,82819,3
"Carson City, NV",Database Administrator,92990,3
"Carson City, NV",Cyber Security Analyst,113668,3
"Carson City, NV",Systems Analyst,65896,3
"Carson City, NV",Network Engineer / Architect,102042,4
"Carson City, NV",Data Scientist,103091,3
