location,job,salary_med,demand
"Santa Fe, NM",Software Developer / Engineer,75845,5
"Santa Fe, NM",IT manager,91131,3
"Santa Fe, NM",Web Developer,77732,3
"Santa Fe, NM",Database Administrator,65731,3
"Santa Fe, NM",Cyber Security Analyst,87873,3
"Santa Fe, NM",Systems Analyst,64430,3
"Santa Fe, NM",Network Engineer / Architect,89874,5
"Santa Fe, NM",Data Scientist,87485,3
