location,job,salary_med,demand
"Frankfort, KY",Software Developer / Engineer,81761,5
"Frankfort, KY",IT manager,91541,4
"Frankfort, KY",Web Developer,73855,4
"Frankfort, KY",Database Administrator,77130,3
"Frankfort, KY",Cyber Security Analyst,84062,4
"Frankfort, KY",Systems Analyst,68711,4
"Frankfort, KY",Network Engineer / Architect,102467,5
"Frankfort, KY",Telecommunications Network Technician,35910,2
"Frankfort, KY",Data Scientist,82984,3
