location,job,salary_med,demand
"Concord, NH",Software Developer / Engineer,84772,5
"Concord, NH",IT manager,87075,3
"Concord, NH",Web Developer,76412,3
"Concord, NH",Database Administrator,65755,3
"Concord, NH",Cyber Security Analyst,75918,3
"Concord, NH",Systems Analyst,67914,4
"Concord, NH",Network Engineer / Architect,111126,4
"Concord, NH",Embedded Software Engineer,101485,3
"Concord, NH",Telecommunications Network Technician,39359,2
"Concord, NH",Data Scientist,94906,3
