location,job,salary_med,demand
"Bismarck, ND",Software Developer / Engineer,81914,5
"Bismarck, ND",IT manager,88615,4
"Bismarck, ND",Web Developer,92492,3
"Bismarck, ND",Database Administrator,79277,3
"Bismarck, ND",Cyber Security Analyst,88738,3
"Bismarck, ND",Systems Analyst,73921,3
"Bismarck, ND",Network Engineer / Architect,108703,4
"Bismarck, ND",Embedded Software Engineer,78966,2
"Bismarck, ND",Electrical Design Engineer,91710,3
"Bismarck, ND",Data Scientist,99060,2
