location,job,salary_med,demand
"Cheyenne, WY",Software Developer / Engineer,82245,5
"Cheyenne, WY",IT manager,91386,4
"Cheyenne, WY",Web Developer,92793,3
"Cheyenne, WY",Database Administrator,63613,4
"Cheyenne, WY",Cyber Security Analyst,73308,3
"Cheyenne, WY",Systems Analyst,68605,3
"Cheyenne, WY",Network Engineer / Architect,103809,5
"Cheyenne, WY",Telecommunications Network Technician,32883,3
"Cheyenne, WY",Data Scientist,106134,3
